date,time_index,patchclass,patch_lat,patch_lon,patch_weights,obs_tb_h,obs_tb_v,sim_tb_h,sim_tb_v,sim_tb_h_patch,sim_tb_v_patch,beta_surf_r,beta_surf_r_D85,sigma_surf,sigma_surf_D85,eps_surf_r,eps_surf_r_M09,eps_surf_r_D85,eps_surf_i,eps_surf_i_M09,eps_surf_i_D85,hr,surface_sm,surface_t,surface_clay,surface_sand,lai,sai,htop,surface_porsl,surface_BD_all,forc_topo,ffrz,t_eff_array,r_s_h,r_s_v,r_r_h,r_r_v
2016-01-01-20,20,10,-20.626389,138.354173,1.000000,225.434875,260.213684,256.175598,276.017792,256.175598,276.017792,1.375501,1.022809,0.157969,1.407532,9.623841,9.955989,14.958690,0.964305,1.600709,3.162148,0.976618,0.253513,22.765594,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,295.259766,0.357954,0.175029,0.134799,0.065913
2016-01-02-20,44,10,-20.626389,138.354173,1.000000,223.517456,257.614929,255.504608,275.029785,255.504608,275.029785,1.376725,1.022809,0.157493,1.407532,9.537172,9.800241,14.873408,0.979533,1.559814,3.165137,0.986066,0.251030,21.340027,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,293.849945,0.356222,0.173608,0.132886,0.064763
2016-01-07-20,164,10,-20.626389,138.354173,1.000000,270.151306,288.076965,262.573792,281.871887,262.573792,281.871887,1.466734,1.022809,0.126740,1.407532,7.939519,9.133333,13.834814,0.770135,1.431616,2.950754,0.968449,0.237845,26.113434,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,298.082153,0.319051,0.144292,0.121135,0.054784
2016-01-09-20,212,10,-20.626389,138.354173,1.000000,269.484894,288.823792,264.737701,284.159790,264.737701,284.159790,1.482271,1.022809,0.120116,1.407532,7.667615,9.021715,13.595937,0.717193,1.415877,2.897426,0.958526,0.235262,28.197266,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,300.035889,0.311876,0.138898,0.119591,0.053262
2016-01-10-20,236,10,-20.626389,138.354173,1.000000,271.096558,290.081696,265.809204,285.184387,265.809204,285.184387,1.488826,1.022809,0.116788,1.407532,7.516242,8.899555,13.432643,0.694700,1.390106,2.868151,0.957385,0.232836,28.691406,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,300.779633,0.307796,0.135869,0.118161,0.052160
2016-01-12-20,284,10,-20.626389,138.354173,1.000000,263.680725,287.692810,265.412354,285.184723,265.412354,285.184723,1.479185,1.022809,0.121633,1.407532,7.788591,9.198946,13.739486,0.718538,1.462407,2.912927,0.950368,0.238323,29.276825,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,301.532715,0.315010,0.141245,0.121782,0.054605
2016-01-15-20,356,10,-20.626389,138.354173,1.000000,273.633179,291.623932,268.323242,287.763000,268.323242,287.763000,1.498874,1.022809,0.110078,1.407532,7.256428,8.695871,13.114933,0.644106,1.351226,2.806665,0.950227,0.228496,30.482025,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,302.978302,0.300542,0.130555,0.116206,0.050480
2016-01-17-20,404,10,-20.626389,138.354173,1.000000,271.993958,291.974304,266.558868,286.106995,266.558868,286.106995,1.491688,1.022809,0.115229,1.407532,7.483585,8.929255,13.406899,0.678275,1.402730,2.856603,0.950503,0.233104,29.879730,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,301.781586,0.306857,0.135177,0.118614,0.052252
2016-01-18-20,428,10,-20.626389,138.354173,1.000000,267.789124,288.630127,265.047272,284.419067,265.047272,284.419067,1.483133,1.022809,0.119681,1.407532,7.635539,8.976179,13.557825,0.716453,1.404227,2.893068,0.960479,0.234466,27.944641,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,300.197723,0.311035,0.138271,0.119036,0.052918
2016-01-20-20,476,10,-20.626389,138.354173,1.000000,253.635925,280.512909,265.999664,285.543396,265.999664,285.543396,1.486440,1.022809,0.118094,1.407532,7.596361,9.001380,13.529010,0.699939,1.415375,2.881136,0.954102,0.234671,29.054108,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,301.396637,0.309938,0.137457,0.119375,0.052942
2016-01-23-20,548,10,-20.626389,138.354173,1.000000,243.950714,271.718506,267.851593,287.542847,267.851593,287.542847,1.495499,1.022809,0.112838,1.407532,7.408432,8.901569,13.323609,0.658073,1.401818,2.836879,0.944818,0.232302,30.979919,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,303.201630,0.304753,0.133630,0.118473,0.051949
2016-01-25-20,596,10,-20.626389,138.354173,1.000000,273.734741,291.159332,268.180511,287.366699,268.180511,287.366699,1.500611,1.022809,0.108179,1.407532,7.145569,8.527742,12.951985,0.635470,1.309630,2.783907,0.955615,0.225401,29.897644,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,302.213318,0.297421,0.128295,0.114381,0.049339
2016-01-26-20,620,10,-20.626389,138.354173,1.000000,274.255829,292.567047,267.240631,286.484711,267.240631,286.484711,1.498928,1.022809,0.109967,1.407532,7.229354,8.635925,13.074135,0.646512,1.334725,2.803430,0.954131,0.227489,29.910828,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,301.504974,0.299803,0.130018,0.115468,0.050076
2016-01-28-20,668,10,-20.626389,138.354173,1.000000,277.062408,294.796082,269.416229,288.870941,269.416229,288.870941,1.502476,1.022809,0.105460,1.407532,7.096895,8.538565,12.875401,0.608665,1.320611,2.760989,0.944812,0.225094,31.847412,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,303.826538,0.295939,0.127229,0.115047,0.049460
2016-01-31-20,740,10,-20.626389,138.354173,1.000000,258.076660,284.730408,231.989380,254.482712,231.989380,254.482712,0.707864,1.022809,0.527315,1.407532,33.477814,16.586695,21.647419,2.401170,3.206092,4.088603,0.883913,0.356147,26.530731,48.302303,34.406849,0.374734,0.098358,0.500000,0.599348,1.577520,233.307419,0.000000,304.138306,0.585676,0.402307,0.241980,0.166218
2016-02-02-20,788,10,-20.626389,138.354173,1.000000,235.077850,268.626495,236.459427,259.186096,236.459427,259.186096,0.824686,1.022809,0.422371,1.407532,27.266262,15.244220,20.300898,1.990745,2.878723,3.903040,0.897033,0.337168,26.590271,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,303.411987,0.551884,0.363711,0.225046,0.148313
2016-02-03-20,812,10,-20.626389,138.354173,1.000000,211.295807,250.672867,210.822311,230.599579,210.822311,230.599579,0.317942,1.022809,1.217007,1.407532,63.055740,23.305468,28.536915,5.391009,4.721185,5.138682,0.853042,0.440601,21.483124,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,294.052429,0.678901,0.517093,0.289291,0.220342
2016-02-05-20,860,10,-20.626389,138.354173,1.000000,266.712646,284.848206,254.686096,274.119812,254.686096,274.119812,1.376621,1.022809,0.157517,1.407532,9.531952,9.784506,14.866215,0.981798,1.555682,3.166021,0.987137,0.250783,21.172791,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,292.842651,0.356122,0.173526,0.132706,0.064663
2016-02-08-20,932,10,-20.626389,138.354173,1.000000,271.958130,291.821533,264.871338,284.669891,264.871338,284.669891,1.475916,1.022809,0.123087,1.407532,7.860100,9.255508,13.809742,0.727495,1.474827,2.924885,0.950408,0.239409,29.139465,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,301.154083,0.316872,0.142646,0.122498,0.055145
2016-02-10-20,980,10,-20.626389,138.354173,1.000000,255.473907,281.248108,263.366211,283.089233,263.366211,283.089233,1.465283,1.022809,0.127428,1.407532,8.045415,9.335289,13.963916,0.759900,1.486566,2.957806,0.956214,0.241177,27.898834,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,299.817535,0.321653,0.146270,0.123626,0.056218
2016-02-11-20,1004,10,-20.626389,138.354173,1.000000,267.865784,287.887512,264.133240,283.313507,264.133240,283.313507,1.480006,1.022809,0.121089,1.407532,7.664165,8.933441,13.572568,0.733102,1.389200,2.903718,0.967414,0.233945,26.766205,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,298.997437,0.311852,0.138880,0.118524,0.052783
2016-02-13-20,1052,10,-20.626389,138.354173,1.000000,272.973877,292.466064,264.737366,284.162933,264.737366,284.162933,1.483844,1.022809,0.119369,1.407532,7.639802,9.011440,13.569669,0.711007,1.414880,2.891349,0.957112,0.235000,28.480103,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,299.992981,0.311124,0.138338,0.119472,0.053122
2016-02-16-20,1124,10,-20.626389,138.354173,1.000000,274.865295,293.832642,265.815582,285.109375,265.815582,285.109375,1.491505,1.022809,0.115256,1.407532,7.443588,8.828762,13.347142,0.684996,1.374300,2.853811,0.957698,0.231464,28.800049,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,300.515167,0.305812,0.134407,0.117363,0.051582
2016-02-18-20,1172,10,-20.626389,138.354173,1.000000,275.431641,294.104462,267.196320,286.107422,267.196320,286.107422,1.494980,1.022809,0.112859,1.407532,7.259987,8.530958,13.100998,0.682308,1.299145,2.825663,0.971183,0.226209,27.013397,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,300.943420,0.300804,0.130744,0.113895,0.049504
2016-02-19-20,1196,10,-20.626389,138.354173,1.000000,268.633698,289.760864,266.301086,285.489685,266.301086,285.489685,1.494970,1.022809,0.113026,1.407532,7.335825,8.711802,13.212183,0.671352,1.347610,2.831891,0.958928,0.229219,28.850250,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,300.640930,0.302836,0.132225,0.116078,0.050683
2016-02-21-20,1244,10,-20.626389,138.354173,1.000000,277.338440,295.548920,270.558594,289.687592,270.558594,289.687592,1.501134,1.022809,0.107361,1.407532,7.073110,8.390605,12.841264,0.635510,1.274395,2.771400,0.962518,0.222981,28.956787,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,304.387451,0.295379,0.126826,0.112814,0.048439
2016-02-24-20,1316,10,-20.626389,138.354173,1.000000,215.319794,252.862915,268.127106,287.407135,268.127106,287.407135,1.500303,1.022809,0.108590,1.407532,7.178434,8.586746,13.001602,0.636078,1.324863,2.789795,0.952843,0.226448,30.264343,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,302.370331,0.298343,0.128961,0.115054,0.049733
2016-02-26-20,1364,10,-20.626389,138.354173,1.000000,272.134277,292.257507,266.815247,285.842133,266.815247,285.842133,1.498284,1.022809,0.110431,1.407532,7.206944,8.552914,13.037752,0.656202,1.310649,2.804560,0.961643,0.226193,28.728302,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,300.664978,0.299223,0.129597,0.114382,0.049540
2016-02-27-20,1388,10,-20.626389,138.354173,1.000000,275.901917,295.966431,268.650879,288.068665,268.650879,288.068665,1.501552,1.022809,0.107111,1.407532,7.151515,8.595649,12.962528,0.621440,1.331705,2.777622,0.946864,0.226338,31.335846,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,303.081573,0.297529,0.128374,0.115428,0.049803
2016-02-29-20,1436,10,-20.626389,138.354173,1.000000,274.987732,292.103455,269.273895,287.974030,269.273895,287.974030,1.498882,1.022809,0.109608,1.407532,7.077682,8.273040,12.846611,0.667281,1.238721,2.789179,0.978715,0.221402,26.222015,48.302303,34.406849,0.370630,0.098703,0.500000,0.599348,1.577520,233.307419,0.000000,302.381348,0.295649,0.127018,0.111103,0.047733
2016-03-05-20,1556,10,-20.626389,138.354173,1.000000,239.218445,271.520569,266.149963,285.129486,266.149963,285.129486,1.496416,1.022809,0.111911,1.407532,7.256899,8.586227,13.103652,0.668765,1.316064,2.818604,0.964207,0.226978,28.175568,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,299.986542,0.300660,0.130639,0.114637,0.049811
2016-03-06-20,1580,10,-20.626389,138.354173,1.000000,265.003845,288.083771,267.325836,286.372650,267.325836,286.372650,1.500049,1.022809,0.108751,1.407532,7.148229,8.503345,12.954891,0.642586,1.301415,2.788021,0.959389,0.225094,29.262421,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,301.103546,0.297526,0.128371,0.113990,0.049182
2016-03-08-20,1628,10,-20.626389,138.354173,1.000000,239.192581,271.399567,252.881027,274.605652,252.881027,274.605652,1.269870,1.022809,0.193407,1.407532,12.090597,11.390502,16.245564,1.072876,1.962883,3.311812,0.934509,0.277363,27.361755,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,299.380859,0.402886,0.213589,0.158245,0.083893
2016-03-11-20,1700,10,-20.626389,138.354173,1.000000,199.517075,242.604324,209.689728,230.314194,209.689728,230.314194,0.275316,1.022809,1.347359,1.407532,66.169548,25.233133,29.904516,5.866283,5.339241,5.182105,0.814047,0.463185,25.536438,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,298.362030,0.685323,0.525441,0.303640,0.232802
2016-03-13-20,1748,10,-20.626389,138.354173,1.000000,172.969376,218.570511,211.358383,231.960770,211.358383,231.960770,0.312304,1.022809,1.233739,1.407532,62.933895,23.945057,28.764191,5.357981,5.000303,5.049604,0.826303,0.448507,25.174530,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,297.988007,0.678637,0.516752,0.297015,0.226164
2016-03-14-20,1772,10,-20.626389,138.354173,1.000000,177.649185,224.408554,212.407486,233.111099,212.407486,233.111099,0.333401,1.022809,1.174271,1.407532,61.043201,23.343449,28.189110,5.087736,4.857180,4.970168,0.829868,0.441577,25.403717,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,298.302917,0.674523,0.511435,0.294164,0.223040
2016-03-16-20,1820,10,-20.626389,138.354173,1.000000,221.051300,255.559998,230.604431,252.362320,230.604431,252.362320,0.765276,1.022809,0.471830,1.407532,30.242710,15.605237,20.858431,2.228249,2.922014,4.025326,0.908364,0.342467,24.003601,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,297.483276,0.569185,0.383267,0.229486,0.154527
2016-03-19-20,1892,10,-20.626389,138.354173,1.000000,261.005005,282.534546,259.805054,279.454468,259.805054,279.454468,1.433783,1.022809,0.138807,1.407532,8.586091,9.558110,14.354461,0.840941,1.524323,3.039735,0.967186,0.245824,25.384857,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,296.955200,0.334919,0.156528,0.127320,0.059504
2016-03-21-20,1940,10,-20.626389,138.354173,1.000000,268.023682,284.548523,258.373444,277.294556,258.373444,277.294556,1.436113,1.022809,0.137814,1.407532,8.402802,9.201803,14.147861,0.869296,1.430950,3.038121,0.989092,0.240026,22.096405,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,293.897461,0.330744,0.153266,0.123008,0.057002
2016-03-22-20,1964,10,-20.626389,138.354173,1.000000,266.794891,283.665039,256.743622,275.357727,256.743622,275.357727,1.428174,1.022809,0.140435,1.407532,8.477446,9.109657,14.162468,0.906656,1.405098,3.062760,1.000472,0.238765,20.126862,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,291.810455,0.332652,0.154752,0.122318,0.056903
2016-03-24-20,2012,10,-20.626389,138.354173,1.000000,266.665100,284.007477,261.188110,280.118500,261.188110,280.118500,1.459960,1.022809,0.129254,1.407532,7.986981,9.015310,13.837403,0.805373,1.395529,2.971241,0.982661,0.236196,23.734772,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,296.103424,0.320385,0.145304,0.119925,0.054389
2016-03-27-20,2084,10,-20.626389,138.354173,1.000000,267.746460,287.774109,262.141846,281.181946,262.141846,281.181946,1.466833,1.022809,0.126624,1.407532,7.886400,9.008881,13.764574,0.780181,1.398351,2.949548,0.976713,0.235813,24.864319,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,297.095154,0.317754,0.143310,0.119649,0.053963
2016-03-29-20,2132,10,-20.626389,138.354173,1.000000,270.158325,289.263763,264.428253,283.818237,264.428253,283.818237,1.478800,1.022809,0.121698,1.407532,7.726865,9.040879,13.649743,0.730485,1.417373,2.910205,0.961605,0.235769,27.587799,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,299.757080,0.313469,0.140088,0.119832,0.053553
2016-03-30-20,2156,10,-20.626389,138.354173,1.000000,269.423096,288.014465,260.399323,279.365479,260.399323,279.365479,1.457837,1.022809,0.130080,1.407532,8.042356,9.076410,13.890981,0.807341,1.410103,2.977502,0.980459,0.237272,24.008423,48.302303,34.406849,0.271770,0.106167,0.500000,0.599348,1.577520,233.307419,0.000000,295.455078,0.321769,0.146358,0.120708,0.054904
2016-04-01-20,2204,10,-20.626389,138.354173,1.000000,269.289764,286.361206,259.146545,277.741730,259.146545,277.741730,1.453155,1.022809,0.131702,1.407532,8.049056,8.932035,13.857256,0.838986,1.370965,2.993331,0.993910,0.235090,21.792236,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,293.536194,0.322069,0.146585,0.119207,0.054255
2016-04-04-20,2276,10,-20.626389,138.354173,1.000000,271.407898,288.605438,262.206940,281.293030,262.206940,281.293030,1.469363,1.022809,0.125631,1.407532,7.854779,9.020008,13.744064,0.769539,1.403186,2.941451,0.973452,0.235885,25.446350,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,297.192291,0.316908,0.142672,0.119721,0.053898
2016-04-06-20,2324,10,-20.626389,138.354173,1.000000,272.582581,291.378601,264.711639,284.124420,264.711639,284.124420,1.481200,1.022809,0.120611,1.407532,7.685029,9.025372,13.611486,0.721525,1.415675,2.901386,0.959667,0.235383,27.979462,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,300.016113,0.312347,0.139250,0.119635,0.053335
2016-04-07-20,2348,10,-20.626389,138.354173,1.000000,272.456818,291.459473,263.307831,282.639435,263.307831,282.639435,1.473133,1.022809,0.124145,1.407532,7.829318,9.088999,13.742231,0.749551,1.425058,2.930077,0.964840,0.236838,26.881287,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,298.697601,0.316177,0.142121,0.120478,0.054155
2016-04-09-20,2396,10,-20.626389,138.354173,1.000000,271.916534,290.577026,262.072845,281.159271,262.072845,281.159271,1.469630,1.022809,0.125527,1.407532,7.852837,9.024559,13.743746,0.768133,1.404608,2.940623,0.972874,0.235947,25.543213,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,297.057220,0.316853,0.142630,0.119769,0.053913
2016-04-12-20,2468,10,-20.626389,138.354173,1.000000,270.189545,288.439819,260.582062,279.353180,260.582062,279.353180,1.461645,1.022809,0.128577,1.407532,7.933531,8.943736,13.781906,0.805921,1.378151,2.966259,0.985906,0.234962,23.287323,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,295.112000,0.319050,0.144290,0.119038,0.053835
2016-04-14-20,2516,10,-20.626389,138.354173,1.000000,272.345276,289.377930,262.928833,282.048737,262.928833,282.048737,1.472524,1.022809,0.124334,1.407532,7.797981,8.992719,13.694323,0.759422,1.398425,2.930774,0.971997,0.235295,25.779541,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,297.879730,0.315418,0.141550,0.119331,0.053552
2016-04-15-20,2540,10,-20.626389,138.354173,1.000000,271.440063,291.629669,263.764618,282.909912,263.764618,282.909912,1.477883,1.022809,0.122034,1.407532,7.699175,8.942431,13.603774,0.741482,1.389600,2.911567,0.969375,0.234207,26.382324,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,298.609344,0.312797,0.139586,0.118650,0.052948
2016-04-17-20,2588,10,-20.626389,138.354173,1.000000,264.474640,284.927673,260.827148,279.401123,260.827148,279.401123,1.467172,1.022809,0.126360,1.407532,7.795398,8.799129,13.645888,0.798268,1.344755,2.948578,0.990340,0.232364,22.779449,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,294.795471,0.315519,0.141624,0.117200,0.052606
2016-04-20-20,2660,10,-20.626389,138.354173,1.000000,270.547241,288.474365,262.870148,281.557770,262.870148,281.557770,1.478086,1.022809,0.121801,1.407532,7.607191,8.725978,13.478892,0.758235,1.333077,2.908364,0.983687,0.230637,24.210724,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,296.755646,0.310471,0.137850,0.116094,0.051546
2016-04-22-20,2708,10,-20.626389,138.354173,1.000000,271.073486,289.287811,262.952820,281.584869,262.952820,281.584869,1.477189,1.022809,0.122171,1.407532,7.608217,8.696050,13.473418,0.764957,1.324883,2.911730,0.986719,0.230191,23.707031,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,296.737213,0.310528,0.137892,0.115764,0.051406
2016-04-23-20,2732,10,-20.626389,138.354173,1.000000,270.010681,288.462708,262.313080,280.961548,262.313080,280.961548,1.475548,1.022809,0.122906,1.407532,7.650423,8.740517,13.518325,0.768300,1.335022,2.918211,0.985605,0.231009,23.814301,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,296.188232,0.311646,0.138724,0.116310,0.051774
2016-04-25-20,2780,10,-20.626389,138.354173,1.000000,269.879272,289.517242,261.952484,280.366852,261.952484,280.366852,1.476003,1.022809,0.122631,1.407532,7.594565,8.619663,13.445629,0.777487,1.305180,2.916372,0.993119,0.228990,22.666290,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,295.323059,0.310226,0.137667,0.114914,0.050995
2016-04-28-20,2852,10,-20.626389,138.354173,1.000000,269.505341,289.720642,262.156586,280.566345,262.156586,280.566345,1.478882,1.022809,0.121359,1.407532,7.541420,8.593289,13.394526,0.766473,1.300358,2.904650,0.991583,0.228400,23.021942,48.302303,34.406849,0.231752,0.099170,0.500000,0.599348,1.577520,233.307419,0.000000,295.439026,0.308776,0.136592,0.114552,0.050674
2016-05-03-20,2972,10,-20.626389,138.354173,1.000000,264.289215,286.365631,258.043762,276.520538,258.043762,276.520538,1.444209,1.022809,0.134873,1.407532,8.176105,8.933706,13.938100,0.871641,1.367919,3.021039,1.000698,0.235422,20.482330,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,292.400543,0.325323,0.149075,0.119596,0.054804
2016-05-06-20,3044,10,-20.626389,138.354173,1.000000,271.672882,290.684692,263.843414,282.268097,263.843414,282.268097,1.488767,1.022809,0.116489,1.407532,7.337414,8.464256,13.177307,0.726157,1.275311,2.858513,0.986907,0.225629,24.216583,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,296.832520,0.303120,0.132431,0.112981,0.049361
2016-05-08-20,3092,10,-20.626389,138.354173,1.000000,208.774109,244.254822,240.012741,262.209961,240.012741,262.209961,0.996618,1.022809,0.310495,1.407532,19.939939,13.444025,18.548801,1.572477,2.426351,3.674679,0.923405,0.310495,25.288055,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,297.626617,0.497215,0.304770,0.197476,0.121044
2016-05-09-20,3116,10,-20.626389,138.354173,1.000000,206.440567,246.217239,233.442871,253.811584,233.442871,253.811584,0.922743,1.022809,0.352841,1.407532,22.507284,13.195029,18.897093,1.901333,2.288276,3.883852,0.972832,0.307514,16.986969,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,288.946228,0.518988,0.327719,0.196183,0.123881
2016-05-11-20,3164,10,-20.626389,138.354173,1.000000,246.584549,273.118347,255.458099,273.047791,255.458099,273.047791,1.445883,1.022809,0.134026,1.407532,7.967155,8.493858,13.681242,0.922423,1.269202,3.032416,1.027329,0.228152,16.197418,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,287.886932,0.320422,0.145327,0.114699,0.052022
2016-05-14-20,3236,10,-20.626389,138.354173,1.000000,264.475372,282.004913,256.458588,273.711487,256.458588,273.711487,1.463418,1.022809,0.127433,1.407532,7.597706,8.193424,13.345460,0.886801,1.206675,2.978052,1.032483,0.222491,15.835693,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,287.753235,0.310838,0.138118,0.110696,0.049187
2016-05-16-20,3284,10,-20.626389,138.354173,1.000000,266.498352,285.071045,258.692505,276.068420,258.692505,276.068420,1.477683,1.022809,0.121568,1.407532,7.368991,8.126457,13.146096,0.822635,1.192660,2.915476,1.023194,0.220674,17.904419,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,289.870422,0.304443,0.133395,0.109431,0.047948
2016-05-17-20,3308,10,-20.626389,138.354173,1.000000,265.944641,283.801239,260.070129,277.417267,260.070129,277.417267,1.485211,1.022809,0.117979,1.407532,7.210075,8.011259,12.974256,0.792108,1.168718,2.878235,1.021576,0.218270,18.508423,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,290.965088,0.299952,0.130120,0.107991,0.046847
2016-05-19-20,3356,10,-20.626389,138.354173,1.000000,265.287415,283.975891,260.763000,278.009613,260.763000,278.009613,1.491075,1.022809,0.114731,1.407532,7.063115,7.878412,12.796795,0.766589,1.140966,2.843367,1.021503,0.215566,18.843689,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,291.256744,0.295723,0.127067,0.106476,0.045751
2016-05-22-20,3428,10,-20.626389,138.354173,1.000000,264.088989,287.379608,264.692139,282.698883,264.692139,282.698883,1.498514,1.022809,0.109718,1.407532,7.004648,8.074836,12.737577,0.684652,1.189393,2.786723,0.992972,0.218094,23.992371,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,296.418274,0.293656,0.125589,0.108792,0.046528
2016-05-24-20,3476,10,-20.626389,138.354173,1.000000,260.024719,282.457092,260.093903,278.102905,260.093903,278.102905,1.472728,1.022809,0.123913,1.407532,7.583333,8.475031,13.404801,0.807553,1.269195,2.930850,1.006070,0.226756,20.497620,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,292.714081,0.310070,0.137551,0.113378,0.050296
2016-05-25-20,3500,10,-20.626389,138.354173,1.000000,262.080200,285.127258,263.569916,280.855743,263.569916,280.855743,1.500881,1.022809,0.106525,1.407532,6.767677,7.640647,12.376118,0.685429,1.092187,2.746444,1.012306,0.210163,21.276001,48.302303,34.406849,0.229948,0.098372,0.500000,0.599348,1.577520,233.307419,0.000000,293.681824,0.286789,0.120719,0.104213,0.043867
